first_name,last_name,company_title,company_name,funding_tier,linkedin_url,person_info,homepage_url,company_info,company_goals,total_funding,latest_round,key_investors
Sunghyun,Park,CEO & Co-Founder,Rebellions,Tier 0,https://www.linkedin.com/in/sunghyun-park-21049160/,"Sunghyun Park is the CEO and Co-Founder of Rebellions Inc, based in Seoul. He holds a B.S. in Electrical Engineering from Korea Advanced Institute of Science and Technology and an S.M. in Electrical Engineering and Computer Science from MIT. He previously worked as Vice President at Morgan Stanley and has experience at Intel and SpaceX.",https://rebellions.ai,Rebellions is South Korea's largest AI chip startup specializing in AI inference chips. The company is at the forefront of the AI chip revolution in South Korea and collaborates with major companies like Samsung Electronics.,"Rebellions is building next-generation AI chips, such as their REBEL chip, aimed at serving global companies running large-scale AI data centers. They focus on pioneering AI infrastructure solutions and leveraging South Korea's semiconductor ecosystem to drive innovation in AI chip technology.",Over $210 million,"Not specified, but funding includes strategic investors such as Wa'ed Ventures, SK Telecom, SK Hynix, and KT","Wa'ed Ventures, SK Telecom, SK Hynix, KT"
Tim,Davis,Co-Founder & President,Modular,Tier 0,https://www.linkedin.com/in/timdavisau,"Tim Davis is the Co-Founder and President of Modular. He leads go-to-market, product, partnerships, marketing, design, and sales at Modular. He has a background that includes building and scaling large parts of Google's AI infrastructure and studied at Stanford University.",https://www.modular.com,"Modular is an AI infrastructure startup focused on creating an AI hardware abstraction layer. It aims to improve programmability, usability, and choice for AI developers by providing a next-generation AI developer platform that supports dynamic shapes and optimizes AI workloads across CPUs and GPUs.","Modular is building an AI infrastructure platform that serves AI developers and enterprises by enabling faster compile times, better runtime performance, and more efficient utilization of compute resources. The company is working toward making AI development more programmable, usable, and hardware-agnostic, supporting a wide range of AI workloads and hardware options.","Approximately $927 million valuation, with significant funding from top-tier investors.","Latest funding details are not explicitly stated, but the company is recently valued at about $927 million.","Accel, Andreessen Horowitz, Index Ventures, Sequoia Capital, Bessemer Venture Partners, Founders Fund, Kleiner Perkins, IVP, Apple, Greylock, Benchmark, Intel Capital"
Sudip,Roy,Co-founder and CTO,Adaption Labs,Tier 2,https://www.linkedin.com/in/sudip-roy-81a23b15,"Sudip Roy is the Co-founder and CTO of Adaption Labs, a company he co-founded with Sara Hooker, a former Cohere executive and Google Brain researcher. He previously held the role of senior director of inference at Cohere and holds a Ph.D. in Computer Science from Cornell University.",https://adaptionlabs.ai/,"Adaption Labs is an artificial intelligence technology company that develops adaptive and efficient AI systems designed to continuously learn and evolve in real time without requiring expensive, static retraining cycles.","The company is building next-generation adaptive intelligence that dynamically adapts to specific workflows and real-world conditions, challenging the industry's reliance on large-scale, costly models. It serves individuals and businesses with AI-powered tools for informed decision-making, including mobile applications for investors and productivity software.",$50 million,"Seed round - $50 million, February 2026","Emergence Capital Partners, Mozilla Ventures, Fifty Years, Threshold Ventures, Alpha Intelligence Capital, E14 Fund, Neo"
Savio,Tovar Dias,"Managing Director, EMEA",Rafay,Tier 2,https://www.linkedin.com/in/savio-tovar-dias-539a5b2,"Savio Tovar Dias is the Managing Director for EMEA at Rafay. He has strong technical expertise and leadership skills, focusing on guiding teams through complex technical challenges and delivering practical solutions. He is known for fostering collaboration and empowering teams to succeed in cloud and AI infrastructure operations.",https://rafay.co/,"Rafay Systems is an enterprise Platform-as-a-Service (PaaS) provider specializing in infrastructure orchestration and workflow automation for Kubernetes management and AI/ML workloads. It enables platform teams at large enterprises, cloud service providers, and sovereign AI clouds to deliver self-service compute resources across public clouds, private data centers, edge environments, and air-gapped deployments. The platform addresses challenges like infrastructure fragmentation, cost escalation, manual provisioning, and governance.","Rafay is building infrastructure orchestration and workflow automation software that powers self-service compute consumption for Sovereign AI Clouds, Cloud Service Providers, and large enterprises. They aim to transform raw infrastructure into business outcomes, enabling customers to operationalize AI and cloud-native initiatives with governance, automation, and scalability. Their platform serves enterprises, neoclouds, sovereign AI clouds, and telcos, helping them move from raw GPU capacity to self-service compute and monetized AI services.",$41.0M,"Series B, $25M, August 2021","Forgepoint Capital, Andreessen Horowitz, Fika Ventures, M13, Monochrome Capital, Portage Ventures, Urban Innovation Fund, Costanoa Ventures, Moment Ventures, Ridge Ventures, Ben Metcalfe, NTT DOCOMO Ventures"
Steeve,Morin,Founder,ZML,Tier 2,https://www.linkedin.com/in/steevemorin,"Steeve Morin is the Founder and CEO of ZML, a company focused on building a next-generation AI inference engine. He has a strong background in software engineering and high-performance systems, previously serving as VP of Engineering at Zenly (acquired by Snap Inc.).",https://zml.ai,"ZML is a company developing a next-generation AI inference engine designed to deliver peak performance across a wide range of hardware platforms, from edge devices to backend servers. It focuses on total integrability and exceptional developer experience.","ZML is building an inference engine that achieves peak performance on diverse chips while maintaining flexibility, portability, and low latency. It serves developers and enterprises needing efficient AI inference solutions across various hardware environments.",Millions in funding (exact amount not specified),,
Ramin,Hasani,CEO & Co-Founder,Liquid AI,Tier 1,https://www.linkedin.com/in/raminhasani,"Ramin Hasani is the Co-founder and CEO of Liquid AI and a machine learning scientist affiliated with MIT CSAIL. He has a Ph.D. in Computer Science from Vienna University of Technology and has held roles including Principal AI Scientist at Vanguard. His research focuses on robust deep learning and decision-making in complex dynamical systems, and he pioneered Liquid Neural Networks.",https://www.liquid.ai,"Liquid AI is an MIT spin-off company headquartered in Boston, Massachusetts, specializing in efficient, general-purpose AI systems called Liquid Foundation Models (LFMs). These models are designed for deployment on devices with limited compute, such as smartphones, vehicles, and embedded systems, offering high performance, efficiency, and interpretability.","Liquid AI aims to build capable and efficient general-purpose AI systems optimized for real-world, compute-constrained environments. They focus on delivering AI that runs natively on devices, enabling privacy, low latency, and cost-effective AI solutions across industries like consumer electronics, financial services, biotech, telecom, and e-commerce. Their mission is to empower enterprises with trustworthy, efficient AI that can be customized and deployed at scale.",$297 million,"Series A round of $250 million led by AMD, closed on December 13, 2024","AMD, OSS Capital, PagsGroup, Breyer Capital, Automattic, Shopify"
Varun,Anand,Co-Founder & Head of Operations,Clay,Tier 0,https://www.linkedin.com/in/vaanand,"Varun Anand is the Co-founder and Head of Operations at Clay. He leads go-to-market strategy, marketing, and operations, focusing on developing Clay's product and go-to-market strategies to serve agency owners and leverage the product's content creation capabilities. He has a background from the University of Pennsylvania and is based in New York.",https://www.clay.com,"Clay is an AI-driven sales and marketing company that equips growth and sales teams with customer data and automated workflows. It helps businesses grow by automating outbound email processes and integrating AI agents, data enrichment, and intent signals to provide actionable insights.","Clay is building an AI go-to-market development platform designed to help companies turn growth ideas into reality by automating and enhancing sales and marketing workflows. It serves growth and sales teams, including agency owners and enterprises, aiming to scale operations and expand market reach with AI-powered tools.",$210 million,"Series C, $100 million, June 12, 2025, led by CapitalG at a $3.1 billion valuation","CapitalG, Meritech Capital, Sequoia Capital, First Round Capital, BoxGroup, Boldstart Ventures, Sapphire Ventures"
Vivian,Guo,Partner,ICONIQ,Investor,,"No information available about Vivian Guo as a Partner at ICONIQ. The only Vivian G. found is a Product Manager II at Microsoft with a background in AI product management and software engineering, which does not match the ICONIQ role.",https://www.iconiq.com/,"ICONIQ Capital is a global investment firm headquartered in San Francisco, managing over $100 billion in assets. It serves ultra-high-net-worth individuals, families, and mission-driven institutions, providing financial advisory, family office services, and managing direct investments across technology growth equity, venture capital, middle-market buyout, and real estate.","ICONIQ aims to partner with visionaries transforming industries, manage clients' lives and legacies, deliver exceptional investment portfolios, build where technology disruption creates uncommon outcomes, and champion collaborative philanthropy for outsized impact. It serves influential families, organizations, and entrepreneurs, focusing on technology and impact investing.",Private investment firm managing over $100 billion in assets under management; not a startup with funding rounds.,,"Tiger Global Management, Sequoia Capital, Wellington, among others"
Nico,Rosberg,Founder Rosberg Ventures| 2016 F1 World Champion,Rosberg Ventures,Investor,https://www.linkedin.com/in/nicorosberg,"Nico Rosberg is the founder and CEO of Rosberg Ventures, a venture capital firm based in Monte Carlo, Monaco. He is a former Formula 1 World Champion (2016) who transitioned from racing to technology investing after retiring. Rosberg Ventures manages over $200 million in assets, focusing on a fund-of-funds strategy and direct co-investments in technology startups, especially in AI, software, and sustainability sectors.",https://rosberg.ventures,"Rosberg Ventures is a Monaco-based venture capital firm founded by Nico Rosberg. It operates primarily as a fund-of-funds investing in top-tier global VC funds and also makes direct co-investments in promising startups. The firm bridges European ultra-high-net-worth families and corporates with leading global innovation, focusing on sectors like AI, software, blockchain, climate tech, and productivity.","Rosberg Ventures aims to support the most impactful global startup innovation by pooling capital from European families and corporates to invest in top-tier VC funds and selected startups. It works to create value and accelerate positive change by connecting investors, startups, and corporates, focusing on transformative technologies and sustainable growth.",Over $200 million in assets under management,"Closed $100 million Fund III in January 2026, oversubscribed with capped allocations",Not publicly disclosed; investors include ultra-high-net-worth German and European families with corporate interests
Stuart,Williams,COO,"Intercontinental Exchange, Inc",Public,,"No specific LinkedIn profile or detailed career background information for Stuart Williams, COO at Intercontinental Exchange, Inc. is available in the provided data.",https://www.ice.com,"Intercontinental Exchange, Inc. (ICE) is a Fortune 500 American multinational financial services company headquartered in Atlanta, Georgia. It operates global financial exchanges including the New York Stock Exchange, futures exchanges, clearing houses, and provides technology and data services for financial institutions, corporations, and government entities across major asset classes such as futures, equities, fixed income, and U.S. residential mortgages.","ICE is focused on digitizing financial markets and the mortgage process to increase transparency, reduce costs, and improve efficiencies. It serves a broad customer base including equities and derivatives traders, listed companies, clearing members, financial institutions, and government entities. The company is building next-generation infrastructure for tokenized and digitally native financial products and expanding its data and technology services to enhance market transparency and customer efficiency.",Public company (IPO),IPO (Initial Public Offering),"TA Associates, Thoma Bravo"
Zachary,Bratun-Glennon,General Partner,Gradient,Investor,https://www.linkedin.com/in/zachary-bratun-glennon-9a3a3a1b3/,"Zachary Bratun-Glennon is a General Partner at Gradient, a venture fund focused on investing in AI startups. He has a background in venture capital and AI, supporting early-stage AI founders and companies.",https://gradient-labs.ai/,"Gradient Labs is a London-based AI startup building autonomous AI agents for regulated industries, particularly financial services. Their AI agents automate complex customer operations such as customer support, business verification, and claims processing, delivering high customer satisfaction and compliance with regulations.","Gradient Labs is building AI agents that automate customer operations in financial services, aiming to make financial services effortless by reducing operational complexity and improving customer experience. They serve banks and fintechs by embedding AI agents into their systems to handle customer interactions autonomously and compliantly.",$26 million total funding,"Series A extension of $13 million in 2026, doubling their Series A to $26 million, led by Octopus Ventures and CommerzVentures with participation from Redpoint Ventures and Exceptional Capital.","Octopus Ventures, CommerzVentures, Redpoint Ventures, Exceptional Capital"
Tom,Mackenzie,News Anchor,Bloomberg,Tier 2,,"No specific LinkedIn profile or detailed career background information for Tom Mackenzie, News Anchor at Bloomberg, is available in the provided data.",https://www.bloomberg.com/,"Bloomberg L.P. is a privately held financial, software, data, and media company headquartered in New York City. It provides financial software tools, enterprise applications, analytics, equity trading platforms, data services, and news to financial companies and organizations globally through its flagship Bloomberg Terminal.","Bloomberg aims to innovate and build the best products and services for global financial markets, delivering real-time financial information, news, data, analytics, and communication services to financial professionals worldwide. It serves financial institutions, government bodies, and business professionals in 176 countries, focusing on empowering clients with market intelligence and technology solutions.","Private company, raised undisclosed amount across 30 funding rounds","Latest funding round was a Grant (prize money) round on Dec 23, 2023",One investor participated in the latest round; Merrill Lynch was an early investor with 12% ownership
Rodrigo,Liang,Co-Founder & CEO,SambaNova Systems,Tier 0,https://www.linkedin.com/in/rodrigo-liang-1a2b3c4d/,"Rodrigo Liang is the Co-Founder and CEO of SambaNova Systems. He co-founded the company in 2017 alongside Stanford professors Kunle Olukotun and Chris Ré. Liang has a background in engineering and leadership in AI hardware and software innovation, focusing on revolutionizing AI computing architectures beyond traditional CPU and GPU limits.",https://sambanova.ai/,"SambaNova Systems is an AI infrastructure company founded in 2017 and based in Palo Alto, California. It develops advanced integrated hardware and software systems optimized for AI workloads, including training large models, inference appliances, and managed AI services. The company combines custom dataflow architectures with software to deliver high-performance, scalable AI solutions for enterprises and public sector clients.","SambaNova is building a full-stack AI platform called Dataflow-as-a-Service (DaaS), which provides subscription-based, extensible AI services to accelerate enterprise AI initiatives. Their goal is to make AI solutions more accessible and efficient by overcoming computational limits of traditional architectures, serving industries such as financial services, telecom, defense, healthcare, manufacturing, and government organizations globally.",Over $1.13 billion,"Series E, $350 million, 2023","SoftBank Vision Fund 2, Temasek, GIC, BlackRock, Intel Capital, GV (Google Ventures), Walden International, Vista Equity Partners, Cambium Capital, Battery Ventures, T. Rowe Price Associates"
Vlad,Tenev,CEO & President,Robinhood,Tier 0,https://www.linkedin.com/in/vlad-tenev-7037591b,"Vlad Tenev is the co-founder, CEO, and President of Robinhood. He studied mathematics at Stanford and UCLA, and has a background in fintech entrepreneurship, having started finance companies before co-founding Robinhood in 2013. He has played a key role in developing Robinhood's technology and leading the company through significant growth and challenges.",https://robinhood.com,"Robinhood is a US-based financial technology company that offers commission-free stock trading and investing through a mobile app. It aims to democratize finance by providing easy access to financial markets for retail investors, attracting over 22 million users.","Robinhood is building a financial SuperApp integrating services like expert assistance for taxes, estate planning, and long-term financial decisions, targeting a broad user base including high-net-worth clients. The company focuses on democratizing finance, enabling commission-free trading, and expanding into tokenized assets and AI-driven wealth management.",Over $5 billion,Public company (IPO),"Sequoia Capital, Andreessen Horowitz (a16z), DST Global, Ribbit Capital, Index Ventures"
Tarun,Galagali,Head of AI Product,Lattice,Tier 1,,Tarun Galagali is the Head of AI Product at Lattice. Specific details about his career background are not available in the provided information.,https://lattice.com/,"Lattice is an AI-powered people platform that helps HR teams manage employee performance, engagement, and compensation. Founded in 2015, it serves over 5,000 customers worldwide, including companies like Brilliant Earth, Calm, Figma, and NPR. The platform integrates modern HRIS with performance management, engagement insights, AI-driven analytics, payroll, and career development tools.","Lattice is building AI-first products designed to help employees grow, managers lead, and companies succeed by combining people and AI tools. It focuses on transforming HR and people management by providing AI-powered insights, coaching, and automation to improve workplace productivity and employee development. The company serves HR leaders and organizations aiming to enhance people strategy and business outcomes.",$332 million,"Series F funding round of $175 million, announced in 2026","Thrive Capital, Elad Gil, Tiger Global, Dragoneer, Founders Fund, HighSage Ventures, Shasta Ventures, Fuel Capital, Khosla Ventures"
Yves,Caseau,CDIO,Michelin Group,Public,,"Yves Caseau is the Chief Digital and Information Officer (CDIO) at Michelin Group. His role involves leading digital transformation and information systems within the company, contributing to Michelin's innovation and sustainable mobility initiatives.",https://www.michelin.com/en/group,"Michelin Group is a global leader in sustainable mobility, specializing in the design, manufacture, and sale of tires for a wide range of vehicles including passenger cars, trucks, aircraft, and motorcycles. The company also develops high-tech materials and offers mobility services such as digital fleet solutions and travel guides. Founded in 1889 and headquartered in Clermont-Ferrand, France, Michelin operates worldwide with a strong focus on innovation and environmental responsibility.","Michelin is building the world’s leading manufacturer of life-changing composites and experiences, focusing on sustainable mobility. The company aims to reinvent movement by developing safer, more efficient, and environmentally friendly products and services. It serves individual consumers, commercial fleets, and original equipment manufacturers (OEMs) through proprietary networks and global partnerships, shifting from product sales to mobility services including connected tire solutions and predictive maintenance.",Public company,"Grant (prize money) round on Jan 01, 2024",
Shubho,Sengupta,Chief Technology Officer,Axiom Math,Tier 0,https://www.linkedin.com/in/shubho-sengupta-340587,Shubho Sengupta is the Chief Technology Officer at Axiom Math. He is a former Meta FAIR team lead who contributed to projects like OpenGo (a Go AI) and CrypTen (a privacy-preserving computation framework). He has a strong background in AI and formal verification systems.,https://axiommath.ai/,"Axiom Math develops artificial intelligence systems designed to solve complex mathematical problems and produce formally verified proofs. Their AI system can convert natural language math into formal proofs and generate step-by-step solutions, enabling autonomous mathematical discovery and theorem proving.","Axiom Math is building AI systems that can formally verify code correctness and mathematical proofs, aiming to create a ""verified AI"" that can reliably produce correct software and accelerate scientific breakthroughs. They serve quantitative finance firms, research institutions, and industrial mathematics users by providing mathematically rigorous, formally verified proofs and reasoning engines.",$264 million,"$200 million Series A at $1.6 billion valuation, led by Menlo Ventures in March 2026","Menlo Ventures, B Capital, Madrona Venture Group, Greycroft, Toyota Ventures, Triatomic Capital"
Sunjay,Pandey,Chief Product & Technology Officer,BP,Public,https://www.linkedin.com/in/sunjaypandey/,"Sunjay Pandey is the Chief Product & Technology Officer (also referred to as Chief Digital Officer and SVP of Digital Delivery) at BP. He has over 15 years of experience leading product innovation and digital transformation in large organizations, with previous roles at Amazon, AWS, Capital One, and Salesforce. He holds an MS in Management Information Technology from the University of Virginia and is pursuing further studies in Computer Software Engineering.",https://www.bp.com/,"BP plc is a British multinational integrated oil and gas company headquartered in London, operating in over 60 countries. It is involved in all areas of the oil and gas industry including exploration, extraction, refining, distribution, marketing, power generation, and trading. BP is one of the world's largest energy companies and operates around 21,200 service stations worldwide under brands such as BP, Amoco, and Aral.","BP aims to deliver energy to the world today and tomorrow, focusing on a transition to net zero operations and sales. It is building a sustainable energy future by investing in gas, low carbon energy including solar, wind, and hydrogen, as well as continuing oil production and refining. BP serves millions of customers globally through its energy products, retail fuels, EV charging, and bioenergy businesses.",Public company,,
Sid,Sheth,Founder & CEO,d-Matrix,Tier 0,https://www.linkedin.com/in/sheth,"Sid Sheth is the Founder, President, and CEO of d-Matrix, a semiconductor startup he co-founded in 2019. He has over 20 years of experience in the semiconductor industry, having managed businesses in processors and connectivity for cloud, telecom, wireless infrastructure, and enterprise. Prior to d-Matrix, he held senior roles at Inphi Corporation, NetLogic Microsystems, Aeluros, and Intel.",https://www.d-matrix.ai/,"d-Matrix is a semiconductor company developing a computing platform for datacenter-scale AI inference, focusing on ultra-low latency, high throughput, and energy-efficient generative AI inference. Their technology integrates memory and compute to overcome the memory wall, delivering efficient AI inference acceleration for data centers.","d-Matrix is building a new AI compute platform using in-memory computing techniques and chiplet-level scale-out interconnects to make generative AI inference blazing fast, sustainable, and commercially viable. They serve hyperscale, enterprise, and sovereign customers, aiming to reduce data center energy consumption and enable cost-efficient, scalable AI services.",$450 million,"Series C funding of $275 million on November 12, 2025, co-led by Bullhound Capital, Triatomic Capital, and Temasek, valuing the company at $2 billion.","Bullhound Capital, Triatomic Capital, Temasek, Qatar Investment Authority, M12 (Microsoft's Venture Fund), Nautilus Venture Partners, Industry Ventures, Mirae Asset, EDBI"
Venkat,Pullela,"CTO, AI Infrastructure",Keysight,Public,https://www.linkedin.com/in/venkatpullela/,"Venkat Pullela is the Chief of Technology, Networking at Keysight Technologies. He has a background in engineering, innovation, and technology, with experience in AI infrastructure and networking. He attended the Indian School of Business and has been involved in industry initiatives such as the Ultra Ethernet Consortium and Open Programmable Infrastructure Project.",https://www.keysight.com/us/en/home.html,"Keysight Technologies is a global technology company that provides electronic design and test solutions, including hardware and software for engineering workflows across design, test, and emulation. It serves industries such as communications, aerospace and defense, automotive, semiconductor, and general electronics. Keysight was formed as a spin-off from Agilent Technologies and has a history dating back to Hewlett-Packard's test and measurement product lines.","Keysight aims to help engineers accelerate innovation by delivering market-leading design, emulation, and test solutions that reduce risk and speed up product development throughout the entire lifecycle. The company focuses on enabling breakthroughs in technologies like 5G/6G, aerospace, defense, AI/data center networking, and automotive electrification, serving enterprises, service providers, and governments worldwide.",Public company,,
Surojit,Chatterjee,Founder and CEO,Ema,Tier 2,https://www.linkedin.com/in/surojit-chatterjee-80380a,"Surojit Chatterjee is a professional with extensive experience in various managerial roles across industries including pharmaceutical marketing, IT, and education. His background includes over 24 years in pharmaceutical marketing, customer servicing, brand building, and training and development, as well as corporate relations and industry interface.",https://www.ema.ai/,Ema is a company that provides AI agents designed to automate enterprise business processes. It offers a Universal AI Employee that integrates with enterprise applications to handle complex workflows and improve productivity across various roles and industries.,"Ema is building and deploying AI Agents solutions to automate complex workflows and enhance workplace productivity. The company aims to serve enterprises by providing AI employees that can seamlessly integrate with existing systems, ensuring data privacy and adaptability to specific business needs.",$61 million,"Series A round on October 24, 2024, amount undisclosed","Accel, Section 32, Prosus Ventures, Sozo Ventures, Hitachi Ventures, Wipro Ventures, SCB 10X, Colle Capital, Frontier Ventures"
⁠Shruti,Tournatory,Partner,ICONIQ,Investor,,"No specific LinkedIn profile or detailed career background information for Shruti Tournatory, Partner at ICONIQ, is available in the provided data.",https://www.iconiq.com/,"ICONIQ Capital is an American investment management firm headquartered in San Francisco, functioning as a hybrid family office providing specialized financial advisory, private equity, venture capital, real estate, and philanthropic services. It manages over $100 billion in assets and serves ultra-wealthy families and mission-driven institutions, focusing on technology growth equity, venture capital, middle-market buyout, and real estate.","ICONIQ aims to build resilient investment portfolios, partner with visionary entrepreneurs transforming industries, manage clients' lives and legacies, and create uncommon opportunities across sectors and society. The firm focuses on delivering exceptional investment portfolios, supporting technology disruption, and championing collaborative philanthropy for outsized impact, serving influential families and mission-driven institutions.","Private company with over $100 billion assets under management; ICONIQ Growth has raised $21 billion across all funds since inception, including a recent $5.75 billion fund closing.",ICONIQ Growth recently closed its seventh flagship fund at $5.75 billion in 2024.,"Blue Owl Capital (6% stake), Dyal Capital Partners, Tiger Global Management, Sequoia Capital, Wellington, among others."
Sarah,Franklin,CEO,Lattice,Tier 1,https://www.linkedin.com/in/sarahfranklin,"Sarah Franklin is the CEO of Lattice since January 2024. She has over 25 years of experience in tech leadership, including executive roles at Salesforce such as President, Chief Marketing Officer, and EVP of Platform and Trailhead. She has a technical background with a degree in Chemical Engineering & Biochemistry from Virginia Tech and a strong blend of technical knowledge, business acumen, and marketing expertise.",https://lattice.com,"Lattice is a people management platform founded in 2015 and headquartered in San Francisco. It provides tools for employee performance management, engagement, goal tracking, feedback, and analytics to help companies build high-performing teams and foster engaged cultures. Lattice serves nearly 5,000 customers worldwide, including Slack, Robinhood, Gusto, and others.","Lattice is building an AI-powered people platform that integrates performance, engagement, compensation, and workforce intelligence to help HR leaders connect people strategy to business outcomes. The company aims to make work meaningful by turning managers into leaders and employees into high performers, serving businesses of all sizes from small companies to enterprises.",$332 million,Series F round of $175 million in January 2022,"Thrive Capital, Tiger Global Management, Shasta Ventures, Dragoneer Investment Group, Founders Fund, HighSage Ventures, Khosla Ventures, Elad Gil"
Yinon,Costica,Co-Founder and VP of Product,WIZ,Tier 0,https://www.linkedin.com/in/yinonc,"Yinon Costica is Co-founder and Vice President of Product at Wiz, a cloud security company. He has over 15 years of experience leading cybersecurity product development teams and was previously VP of Product at Adallom, which was acquired by Microsoft. Yinon and his cofounders have worked together for over 20 years and have a strong background in building successful cybersecurity startups.",https://www.wiz.io/,"Wiz is an Israeli-American cloud security company headquartered in New York City, now part of Google Cloud since March 2026. It provides a cloud-native security platform that analyzes cloud infrastructure across major providers like AWS, Azure, and Google Cloud to identify and mitigate security risks. Wiz serves large enterprises, including over 35% of the Fortune 100, helping them secure their cloud environments.","Wiz is building a unified cloud security platform that connects code, cloud, and runtime into a single security graph to automate risk reduction and threat response at AI speed. The company aims to be the leading cloud security provider, targeting $1 billion ARR and expanding its platform capabilities to serve enterprise security teams globally. It focuses on enabling organizations to build quickly and securely in the cloud while managing cloud risk effectively.",$1.9 billion,Series E round of $1 billion in May 2024 at a $12 billion valuation,"Andreessen Horowitz, Lightspeed Venture Partners, Thrive Capital, SoftBank Vision Fund, Greenoaks, Cyberstarts, Howard Schultz, Bernard Arnault"
Soyoung,Lee,Co-founder & Head of GTM,Twelve Labs,Tier 1,https://www.linkedin.com/in/soyoung-lee-1801a0120/,"Soyoung Lee is the Co-Founder and Head of Go-to-Market at Twelve Labs. She has a background in risk assurance at PwC, providing auditing and consulting services focused on technology for enterprise clients before co-founding Twelve Labs in 2021.",https://www.twelvelabs.io/,"Twelve Labs is a video intelligence platform that uses AI to analyze, search, and understand video content. It builds foundational multimodal AI models that help machines see, hear, and understand videos, serving developers and enterprises through APIs. The company is based in San Francisco and Seoul and focuses on video-native AI technology.","Twelve Labs is building advanced video-understanding infrastructure and foundation models that enable natural language search, classification, summarization, and analysis of video content. It serves media, entertainment, security, automotive, and enterprise sectors, aiming to revolutionize how video data is processed and utilized by developers and organizations worldwide.",$110.12M over 10 rounds,"Corporate Minority round of $3M on October 2, 2025","NVIDIA, NEA, SK Telecom, Databricks, Snowflake Ventures, HubSpot Ventures, In-Q-Tel, Index Ventures, Radical Ventures"
Seth,Pierrepont,General Partner,ICONIQ,Investor,https://www.linkedin.com/in/seth-pierrepont-430583,"Seth Pierrepont is a General Partner at ICONIQ, leading investment efforts across EMEA from the London office. He has led investments in companies like DeepL, ElevenLabs, and Monzo. Previously, he was a Partner at Accel for nearly a decade, investing in early and growth-stage technology companies across multiple sectors.",https://iconiqcapital.com,"ICONIQ Capital is a privately-held investment firm headquartered in San Francisco, specializing in wealth management, private equity, venture capital, real estate, and philanthropic services. Founded in 2011, it primarily serves ultra-high-net-worth clients from technology, finance, and entertainment sectors. ICONIQ Growth, its venture capital arm, invests in enterprise software, infrastructure, fintech, consumer internet, and healthcare IT companies.","ICONIQ is building and working toward supporting exceptional entrepreneurs and leaders who drive global impact and change, focusing on investing in visionary companies that define the future of their industries. It serves ultra-high-net-worth clients and mission-driven institutions, aiming to compound returns from diverse sources and transform extraordinary ideas into world-changing realities.","Privately held, manages approximately $80 billion in assets under management as of 2024; ICONIQ Growth has deployed $21 billion in capital across over 140 portfolio companies.",ICONIQ Growth recently closed $5.75 billion in capital commitments in its seventh and latest flagship fund as of July 2024.,"Not publicly disclosed; notable co-investors include Tiger Global Management, Sequoia Capital, and Wellington."
Simon,Muskett,"Principal, AI & Quantum",Digital Realty,Public,https://www.linkedin.com/in/simonmuskett,"Simon Muskett is Principal, AI & Quantum Consultant at Digital Realty. He has over 20 years of leadership experience in the tech industry, including roles at Dell, Ericsson, First Data, and Citrix. He is also COO of OpenQuantum and Chair of the Quantum Advisory Board at OpenUK, focusing on quantum computing and AI infrastructure.",https://www.digitalrealty.com/,"Digital Realty is a real estate investment trust that owns, operates, and invests in carrier-neutral data centers worldwide. It provides data center, colocation, and interconnection services to a diverse range of industries including cloud, AI, financial services, healthcare, and more. The company operates over 300 facilities in more than 25 countries.","Digital Realty is building and managing a global data center platform called PlatformDIGITAL®, designed to support hyperscale data center capacity, cloud computing, AI workloads, and digital transformation. It serves enterprises, cloud providers, and service providers by delivering secure, scalable, and interconnected digital infrastructure. The company focuses on expanding hyperscale data centers in key US metros and globally, enabling customers to meet growing AI and cloud infrastructure demands.",Public company (NYSE: DLR),"Closed inaugural U.S. hyperscale data center fund with $3.25 billion in equity commitments as of March 30, 2026","Public pensions, sovereign wealth funds, endowments, foundations, corporate pensions, insurance companies, asset managers, family offices"
Zain,Asgar,CEO & Co-Founder,Gimlet Labs,Tier 2,https://www.linkedin.com/in/zasgar,"Zain Asgar is the CEO and Co-Founder of Gimlet Labs. He has a background as a researcher and lecturer at Stanford University, specializing in computer architecture and AI infrastructure. He co-founded Gimlet Labs to address AI inference bottlenecks with innovative software solutions.",https://gimletlabs.ai,"Gimlet Labs is a startup that provides a multi-silicon inference cloud platform designed to run AI agents across diverse hardware. Their software automatically slices and maps AI workloads to the most suitable hardware, delivering 3-10X faster performance at the same power consumption. The company emerged from a Stanford research project and focuses on heterogeneous hardware orchestration for AI inference.","Gimlet Labs aims to make AI workloads 10-100X more efficient by expanding the pool of usable compute and innovating workload orchestration across heterogeneous hardware. They serve frontier AI labs, major cloud providers, enterprises, and startups by enabling faster, more efficient AI inference without requiring in-house infrastructure investments.",$92 million,$80 million Series A led by Menlo Ventures in March 2026,"Menlo Ventures, Eclipse Ventures, Prosperity7, Triatomic, Sequoia's Bill Coughran, Stanford Professor Nick McKeown, former VMware CEO Raghu Raghuram, Intel CEO Lip-Bu Tan"
