company,tier,amount_usd,total_funding,latest_round,key_investors,people,cohorts,company_info,homepage
MURMAID,Tier 3,,Unknown,,,1,registrants,"MurMaid Mattress is a local, full-service mattress retail chain based in Chattanooga, Tennessee, serving southeastern Tennessee and northern Georgia. It is a multi-brand dealer of national brand mattresses as well as its own brand, which is made and sold directly to consumers. The company is committed to quality products, prompt service, and community support through donations and corporate tithing.",https://murmaid.com/
MYCOMM,Tier 3,,$0,,,1,registrants,"No information was found about MYCOMM, the company where Chakib EL FATNASSI serves as Head of Research & Innovation.",
MyConnecting,Tier 3,,Bootstrapped or no outside funding data available,,,2,registrants,"MyConnecting is a leader in distance learning, training over 10,000 learners worldwide annually. It offers personalized professional training in areas such as Artificial Intelligence, Management, RSE, QVCT, Soft Skills, Digital Skills, and languages, with a unique pedagogical approach focused on learner motivation and immediate application of skills.",https://myconnecting.fr
MyConnecting IA,Tier 3,,Unknown,,,3,registrants,"MyConnecting IA is a French training organization founded in 2006, located in Boulogne-Billancourt, that provides personalized professional development programs. The company specializes in digital transformation, including Microsoft 365, Google Workspace, and generative AI tools, as well as soft skills, languages, and RSE.",https://myconnecting-ia.com/
MyElections,Tier 3,,Unknown,,,1,registrants,No specific official homepage URL or detailed company description for MyElections is available in the provided information.,
MÉDIANE,Tier 3,,Bootstrapped,,,1,registrants,"MÉDIANE is an AI strategic consulting firm dedicated to marketing departments. It helps organizations structure their AI usage, integrate technology into workflows, and establish clear governance to scale innovation effectively.",https://medianestrategie.fr
Narrative Coders,Tier 3,,Unknown,,,1,registrants,Narrative Coders is a company specializing in the implementation and development of Artificial Intelligence solutions dedicated to production companies and creative teams. It focuses on providing AI tools and go-to solutions for film and television.,https://www.narrativecoders.com
Nation Advisors,Tier 3,,Bootstrapped,,,1,registrants,"Nation Advisors is a consulting firm specializing in decision-making and communication, dedicated to supporting businesses, their leaders, and executive teams. It provides daily support to major industrial players, executives, industry leaders, and public figures in their public speaking engagements and influence strategies.",https://nation-advisors.com/en/
Natively AI/Lablab,Tier 3,,Bootstrapped,,,1,registrants,"Natively AI/Lablab is an AI platform that supports developers in creating AI applications through hackathons, resources, and collaboration. It operates as a community for makers and innovators building the AI Native future.",https://nativelyai.com/
NativelyAI,Tier 3,,Unknown,,,1,registrants,"NativelyAI is a decentralized AI ecosystem that unites developers, enterprises, and compute providers to unlock innovation at scale. It empowers the world to build AI-native solutions faster, smarter, and more securely.",https://nativelyai.com/
Nautilum,Tier 3,,No data available,,,1,registrants,"Nautilum is an independent trader of crude oil and petroleum products based in Switzerland, with trading, shipping, finance, and operations capabilities. It brings together miners, refiners, and wholesalers by sourcing commodities through strategic partnerships and alliances.",https://www.nautilum.com/
Navy Blue OÜ,Tier 3,,Unknown,,,1,registrants,"Navy Blue OÜ is a leading Estonian company specializing in the wholesale distribution of consumer electronics and IT goods. Established in 2017, it serves clients in over 50 countries globally, offering a wide portfolio of high-performance PC components, systems, and peripherals from top industry brands.",https://www.navyblue.ee/
Navyr.ai,Tier 3,,Pre-seed funded,,"Thierry Cruanes (Co-Founder of Snowflake & lead investor), Moussa Bagayoko, Yélé Consulting",1,registrants,"Navyr.ai is the first Enterprise AI Acceleration Platform that helps ambitious teams unlock the full potential of AI quickly, focusing on moving enterprises from AI exploration to execution. It is pre-seed funded and collaborates with tech leaders like AWS to build enterprise-grade AI solutions.",https://navyr.ai
Nedamco,Tier 3,,Bootstrapped,,,1,registrants,"Nedamco is a global chemical distributor specializing in hydrogen cyanide (HCN) chemistry, operating in North America and Europe for over 30 years. It focuses on three main product categories: chelating agents, cyanide derivatives, and HCN intermediates, working closely with customers and suppliers to provide products and explore new opportunities.",https://www.nedamco.com
Nedamco africa,Tier 3,,Unknown,,Nedamco Capital,1,registrants,"Nedamco Africa is a climate-technology organization that delivers innovative financing models and advanced climate technology solutions to address environmental challenges. Founded in 2019, the company focuses on critical areas such as water scarcity, forest management, and sustainable agriculture across Africa.",https://nedamcoafrica.com/
NeevCloud,Tier 3,,NeevCloud has not raised any funding yet (unfunded).,,,1,registrants,"NeevCloud is an Indian cloud infrastructure company specializing in AI cloud computing with a focus on GPU and CPU resources. It offers GPU cloud rental, AI SuperCloud services, and high-capacity colocation solutions tailored for startups and enterprises, emphasizing affordability, performance, and enterprise-grade security.",https://www.neevcloud.com/
Nellow,Tier 3,,Unknown,,,1,registrants,"Nellow is a spin-off from CEA Grenoble, developing ultra-low power microelectronics chips based on ferroelectric and spintronic materials. The company targets the market for AI and logic chips, aiming to reduce energy consumption by a factor of 1000.",https://nellow.eu
Neodawn,Tier 3,,Unknown,,,1,registrants,No information about Neodawn was found in the provided search results. The search results show a LinkedIn page for 'Neo Dawn Conclave' and 'DAWN' but no details about Neodawn or its official website.,
Neovolia,Tier 3,,Bootstrapped,,,2,registrants,"Neovolia is an agency that implements infrastructure within organizations, focusing on data security, automation, and AI solutions. It operates in areas including automation, AI, cybersecurity, and data sovereignty.",https://neovolia.com
Netfork.io,Tier 3,,Netfork has not raised any funding rounds yet.,,,1,registrants,"Netfork is a community of software developers primarily from Serbia, consisting of over 1000 developers. They specialize in custom software development, IT consulting, game development, mobile applications, AI/ML, AR/VR, and blockchain technologies. The company focuses on delivering high-quality, custom solutions with startup-style workflows and high-touch service.",https://netfork.io/
Netokracija,Tier 3,,Acquired by Infobip in July 2022,"Acquired by Infobip on July 13, 2022",Infobip,1,registrants,"Netokracija is a leading independent regional magazine and digital media company focused on digital business, startups, marketing, and online culture in Southeastern Europe. Founded in 2009 and based in Zagreb, Croatia, it serves digital professionals and covers technology, startups, and digital marketing news.",https://www.netokracija.com/
Neumetria,Tier 3,,Unknown,,,1,registrants,"Neumetria provides behavioral intelligence for consumer fintech, turning transaction data into real-time behavioral insights to understand user actions and financial behavior.",https://neumetria.com/en/
Neuralytix,Tier 3,,Bootstrapped,,,1,registrants,"Neuralytix is a global industry analyst and consulting firm founded in 2012. It provides realistic market and competitive analysis, go-to-market strategy consulting and execution, and global market advisory.",https://neuralytix.com
Neuro IO,Tier 3,,Unknown,,,1,registrants,"Neuro.io is a Swiss-based company focused on brain-inspired technology and AI, founded by Dr. Tej Tadi. It develops digital therapeutics, immersive neuro-rehab tools, and next-generation human-machine interfaces.",https://neuro.io/
Newco,Tier 3,,Unknown,,,1,registrants,"The Newco is a technology company that offers a suite of products to collect and process first-party data from websites, apps, panels, loyalty programs, and CRMs. It manages this data with a strong focus on privacy using its proprietary Data Clean Room technology.",https://www.thenewco.tech/en/
NexGen Cloud,Tier 3,,Bootstrapped,,,1,registrants,"NexGen Cloud is a sustainable European Infrastructure-as-a-Service (IaaS) provider, founded in 2020, specializing in large-scale HPC and GPU infrastructure deployment. It commands a global presence with a first-mover advantage in Europe and owns some of the most in-demand NVIDIA GPUs, including H100 Tensor Core GPUs.",https://www.nexgencloud.com
Nexora Agentic AI,Tier 3,,Bootstrapped,,,1,registrants,"Nexora Agentic AI (Nexora AI) is an AI-powered personalized education platform that turns any topic into a complete course with interactive visualizations. It utilizes seamless multi-agent orchestration to create personalized learning paths, lessons, quizzes, and smart AI support.",https://www.nexora-ai.de/
Next verse,Tier 3,,Unknown,,,3,registrants,"Next Verse is a company based in Nottingham, England, with a registered office at 20-22 High Street, Ruddington, NG11 6EH. The company is registered with Companies House under the number 17163563.",http://nextverse.io/
"Nexus Technologies, Inc.",Tier 3,,Bootstrapped,,,1,registrants,"Nexus Technologies, Inc. is a prominent systems integrator and corporate IT reseller based in the Philippines. The company delivers integrated hardware, software, and managed services from leading global technology partners to help organizations modernize their infrastructure and secure their data.",https://nexustech.com.ph/
Niatec / Nowbrains,Tier 3,,,,,1,registrants,,
"Nibble Audio, Inc",Tier 3,,Unknown,,,1,registrants,"No detailed information is available about Nibble Audio, Inc's business activities or company description.",
Nixi AI GmbH,Tier 3,,Funded by the BMBF's EXIST startup grant and Hessen AI grants; no venture capital funding reported.,"EXIST startup grant from BMBF, Hessen Ideen grant, and Hessen AI funding; no recent venture capital rounds.","BMBF (EXIST startup grant), Hessen Ideen grant, Hessen AI",1,registrants,"Nixi AI GmbH is a healthcare technology company based in Wiesbaden, Germany, founded in January 2026. It develops AI-powered software that listens to doctor-patient conversations and automatically generates complete medical documentation in German medical terminology, tailored to German law and billing codes.",https://www.nixiai.ai
NLMK Europe,Tier 3,,Unknown,,,1,cxo,"NLMK Europe is a member of the NLMK Group and delivers high-quality steel grades for various industries, including construction, machine building, power generation equipment, and offshore wind turbines.",https://eu.nlmk.com
NOMOSS.llc,Tier 3,,No Moss has not raised any funding rounds yet.,,,1,registrants,"No Moss Co is a digital partner company based in Surry Hills, New South Wales, Australia, specializing in building web and mobile applications. They focus on creating meaningful design and digital experiences that customers value and that help teams grow and innovate.",https://www.nomoss.co/
NordData Insight AB,Tier 3,,Unknown,,,1,registrants,"NordData Insight AB is a Stockholm-based company associated with data engineering, analytics, and artificial intelligence solutions.",
NORMA,Tier 3,,Bootstrapped,,,3,registrants,"Norma is a France-based software engineering company that builds autonomous, production-grade AI agents, data pipelines, and custom web applications. Its AI agents are designed to autonomously handle voice calls, bookings, and customer queries across various systems at scale.",https://norma.dev/
Nova Studio,Tier 3,,No funding information available for Nova Studio Design.,,,1,registrants,"Nova Studio Design specializes in high-quality Italian-European kitchen and wardrobe cabinets in Los Angeles. They offer a range of products including kitchens, bathrooms, closets, furniture, and tiles, aiming to craft elegance with a timeless twist for their clientele.",https://www.novastudio.us/
NOVEM INVEST,Tier 3,,Bootstrapped,,,1,registrants,"Novem Group is a financial advisory firm based in Rochester, NY and Jupiter, FL, specializing in wealth management services for individuals and businesses. It offers investment advisory, financial planning, retirement plans, and employee benefits services, managing over $1.2 billion in assets for more than 3,000 clients.",https://novemgroup.com/
novo•muto,Tier 3,,Unknown,,,1,registrants,"novo·muto is a consulting and interim management firm focused on building and piloting fundamentals to create new growth cycles for businesses. It operates primarily in the professional services sector, helping companies with brand strategy and business transformation.",https://novo-muto.com
NPco,Tier 3,,Unknown,,,1,registrants,"NPco is a leading Saudi company established in 2016, specializing in Aviation, Marine, Railway, and Military supply chain combined with Local Service Organizations. It offers modern technology and services including line maintenance, ground support equipment, safety equipment, and operational maintenance throughout Saudi Arabia.",https://npco.sa/
Numeum,Tier 3,,Unknown,,,3,registrants,"Numeum is the leading professional organization (syndicat) of the digital sector in France, representing over 2,500 digital companies including digital services companies (ESN), software publishers, platforms, and technology consulting firms. It accounts for 85% of the sector's total revenue in France, with more than 530,000 employees.",https://numeum.fr
Numspot,Tier 3,,Unknown,,,2,registrants,"Numspot is a sovereign cloud player founded in 2022 by four leading French public and private sector companies: Banque des Territoires, Docaposte, Dassault Systèmes, and Bouygues Télécom. It offers an independent, sovereign, and robust cloud platform backed by OUTSCALE's SecNumCloud-qualified IaaS.",https://numspot.com/en/
NuStream AI,Tier 3,,Bootstrapped,,,1,registrants,"NuStream is an award-winning website design and digital marketing agency based in Allentown, PA, with multiple locations across the USA. They specialize in website design, SEO, pay-per-click advertising, video production, and remarketing/retargeting ads, serving small to medium-sized businesses primarily in the Lehigh Valley, Philadelphia, New York, and surrounding areas.",https://nustreammarketing.com
NutriElite,Tier 3,,No data available,,,1,registrants,"NutriElite provides personalized nutrition coaching, meal planning, and wellness consultation services. It is designed to help individuals transform their health through tailored wellness programs.",https://nutrielite.sbs/
Nuwa Wellness,Tier 3,,Unknown,,,1,registrants,Nuwa Wellness is a UK wellness brand that creates smart supplement stacks combining brain superfoods in one daily grab-and-go pack. The brand is inspired by Lin Loke's Singaporean heritage and her grandparents' traditional remedies.,https://hellonuwa.com
NXT LLC,Tier 3,,Unknown,,,1,registrants,NXT LLC provides hardware and software solutions for highly specialized aircraft that perform flight inspection missions worldwide. The company is dedicated to development and long-term support for the United States Federal Aviation Administration (FAA).,https://nxt-afis.com
OAWJ Consulting,Tier 3,,Bootstrapped,,,1,registrants,OAWJ Consulting is a B2B consulting firm that helps companies strategically exploit their data by designing and implementing robust solutions that transform technological challenges into growth opportunities.,https://www.oawj.fr
OBERSON ABELS SA,Tier 3,,Bootstrapped,,,1,registrants,"OBERSON ABELS SA is a Swiss law firm with offices in Geneva, Lausanne, Sion, Bern, and Neuchâtel, focusing on Tax, Banking & Finance, and Corporate & M&A. It has over 85 employees, more than half of whom are lawyers, and provides legal services to individual and legal entity clients.",http://www.obersonabels.com
Octobit,Tier 3,,Bootstrapped,,,1,registrants,"Octobit is a leading software solutions provider delivering innovative technology including DevOps, Cloud Services, AI Engineering, and Web Development. It focuses on transforming businesses with enterprise-grade software solutions.",https://www.octobit8.com/
OctOpus,Tier 3,,Unknown,,Insight Partners,1,registrants,"Octopus is a continuous deployment and delivery platform that automates software releases, deployments, and operations. It enables DevOps teams to manage complex software and AI workloads at scale, with a focus on Kubernetes and enterprise environments.",https://octopus.com/
ODYLYS,Tier 3,,Unknown,,,1,registrants,"ODYLYS is a French company specializing in capitalization and information processing, providing diverse services and consulting, including data management, database development, and distribution circuit implementation.",https://www.odylys.com/
Okaidi,Tier 3,,Bootstrapped,,,1,registrants,"Okaïdi-Obaïbi is a French clothing brand specializing in children's apparel for ages 0 to 14, known for its universal, creative, and identity-respecting approach. The brand offers a wide range of clothing and accessories for babies and children.",https://www.okaidi.com/
Omundu,Tier 3,,$0,,,1,registrants,"Omundu operates as an AI-powered industrial maintenance platform. It helps industrial companies reduce machine downtime, improve the efficiency of interventions, and simplify access to complex technical documentation.",https://www.omundu.ai/index.php/en/accueil-eng/
On going,Tier 3,,Unknown,,,1,registrants,No information available about On going.,
On Venture Studio,Tier 3,,Unknown,,,1,registrants,"The Venture Studio is a venture creation and execution partner that co-founds companies, designs Digital Public Infrastructure (DPI) platforms, and helps organizations build dedicated global teams with Global Capability Centers (GCC). They partner with founders to build and scale impactful startups across DPI, ESG, and technology sectors.",https://www.theventurestudio.co/
One Giant Leap,Tier 3,,Unknown,,,1,registrants,"One Giant Leap, LLC is a production and consulting company that inspires and empowers children of all ages to be planetary stewards. They create transformative educational experiences, memorable events, and new media, focusing on immersive learning programs for K-12, informal education, universities, and adult audiences.",https://www.onegiantleap.us/
One Global Holding,Tier 3,,Unknown,,,1,registrants,"One Global Holding is a premier venture-building company that embodies the essence of digital transformation and restores trust between investors and ventures. It operates as an investment holding company and venture builder, offering private capital, venture infrastructure, and global market access.",https://oneglobal.com/
ONONO AI AG,Tier 3,,Six-figure angel investment,Angel investment (six-figure amount) - April 2025,Peter Coeln,1,registrants,"ONONO AI AG is a Swiss AI startup based in Zurich, developing a 'Progressive AI' system that breaks through current AI limits. The company focuses on creating an autonomous cognitive AI that operates as a distinct subject, not just a passive tool.",https://onono.ai/
Oopercast,Tier 3,,Bootstrapped,,,2,registrants,"Oopercast is a French audiovisual production company based in Paris, specializing in live broadcasting, video productions, and podcasting. The company operates multiple TV and podcast studios, offering comprehensive production services from concept to distribution.",https://oopercast.com/
Open to Debate,Tier 3,,Unknown,,,1,registrants,"Open to Debate is a nonpartisan, debate-driven media organization dedicated to fostering constructive, balanced, and respectful public discourse. It produces debates and public forums on pressing issues, partnering with academic, philanthropic, and civic institutions to promote open-minded dialogue and civility in the public square.",https://opentodebate.org/
Openvalue,Tier 3,,Unknown,,,1,registrants,"OpenValue is a French IT consulting and software engineering company founded in 2014, specializing in Data & Intelligence Artificial (IA), Machine Learning, NLP, Deep Learning, and Computer Vision. It operates as a provider of AI, UX, and web development services with offices in France, Netherlands, Germany, Austria, and Switzerland.",https://www.openvalue.eu/
OpenVC,Tier 3,,OpenVC has not raised any funding yet.,,,1,registrants,"OpenVC is a fundraising platform that connects tech founders with investors worldwide, providing tools like investor search, fundraising CRM, and pitch deck hosting to streamline the fundraising process. It serves the technology startup ecosystem by helping founders find the right investors and manage their capital raise efficiently.",https://www.openvc.app/
OpsAgents AI,Tier 3,,Bootstrapped,,,1,registrants,"OpsAgents AI is an AI platform that runs autonomous Claude agents in production environments, handling tasks such as recruiting, outreach, invoicing, and client communication. It is built on the Claude Agent SDK and MCP, with a focus on reliability and trust in AI operations.",https://opsagents.agency
OptiMigration,Tier 3,,Unknown,,,1,registrants,"OptiMigration is a Darmstadt-based startup that aims to simplify and streamline the residence permit application process for skilled immigrants. By utilizing artificial intelligence, the platform helps reduce the bureaucratic burden on both applicants and immigration offices.",
Optimistik,Tier 3,,Unknown,,,2,registrants,"Optimistik is a software solutions editor that provides a platform called OIAnalytics, which leverages data and artificial intelligence to enhance industrial performance and support digital transformation for industrial companies and OEMs.",https://www.optimistik.com/en
Oreus,Tier 3,,Bootstrapped,,,1,registrants,"Oreus is a product management and design agency that provides brand design, brainstorming, UI/UX design, web development, and software documentation services. The company empowers purpose-driven startups and companies to create a lasting impact through design and engineering.",https://oreus.io/
Origen Corporacion Biotech SL,Tier 3,,Origen Corporación Biotech SL has never raised funding before.,,,1,registrants,"Origen Corporación Biotech SL is a biotechnology company based in Zaragoza, Spain, that combines leading technologies with expertise in genetics and health to improve people's quality of life. The company integrates advanced technologies such as artificial intelligence, data management, big data, cloud computing, virtual reality, metaverse, cybersecurity, and low code solutions in its projects.",https://origen.bio/
Orion telekom,Tier 3,,Bootstrapped,,,1,registrants,"Orion Telekom is a telecommunications company founded in 2010 with the merger of the largest Internet providers in Serbia - Media Works, Neobee Net and SezamPro. It provides fixed-line, wireless telecom and IPTV services to residential and business customers in Serbia.",https://oriontelekom.rs
Oryon Technology,Tier 3,,Unknown,,,1,registrants,"Oryon Technology is a cybersecurity startup based in Spain that builds DevSecOps tools integrating static application security testing (SAST), software composition analysis (SCA), and AI to help developers identify and fix vulnerabilities in code early in the development process. Their platform analyzes code directly inside the developer's environment in real time without sending source code to the cloud, protecting intellectual property.",https://lnkd.in/evgdrYPK
Other,Tier 3,,Unknown,,,1,registrants,,
Oupi Technologies,Tier 3,,Unknown,,,2,registrants,"Oupi Technologies is a French startup specializing in artificial intelligence. It develops a unified AI platform that orchestrates multiple AI models, automates workflows, and deploys autonomous agents to serve professional and organizational needs.",https://oupi.com
Outcast France,Tier 3,,Unknown,,,2,registrants,"Outcast is an integrated marketing agency specializing in communications, digital, and creative services. It operates as a strategic communications and marketing consulting firm, offering branding, customer engagement, PR, and social media expertise.",https://thisisoutcast.fr/en/
Outscale,Tier 3,,Unknown,,Dassault Systèmes,2,cxo,"OUTSCALE is the leading sovereign and sustainable operator of Trusted Business Experience as a Service, offering virtual twin solutions to empower public organizations and companies across industry sectors. It provides secure, sovereign cloud environments for data and application deployment.",https://outscale.com
OUTSCALE – Dassault Systèmes,Tier 3,,Unknown,,Dassault Systèmes,2,registrants,"OUTSCALE, a Dassault Systèmes brand, is the leading sovereign and sustainable operator of Trusted Business Experience as a Service. It offers virtual twins of organizations and trusted sovereign cloud environments that make innovation easier and grow competitiveness in a sustainable way.",https://en.outscale.com/
Oxortis,Tier 3,,Unknown,,,1,registrants,"Oxortis provides a suite of services to enable secure access extensively within enterprises, focusing on giving CISO and CIO teams visibility and control over their secure access architecture. The company specializes in managed and project-based services using the next-generation ZTEdge platform and partners with PulseSecure to deliver Zero Trust security solutions.",https://oxortis.com/
Ozmium,Tier 3,,Unknown,,,1,registrants,"Ozmium is a privately held company founded in 2023, headquartered in Paris, France, operating in the IT Services and IT Consulting industry. It has a small team of 1-10 employees and focuses on financial infrastructure for programmable real-world asset cashflows.",https://ozmium.finance
pagent.ai,Tier 3,,High six-figure pre-seed funding,"Pre-Seed round, high six-figure amount, December 2024",High-Tech Gründerfonds (HTGF),1,registrants,"pagent.ai is an AI startup based in Bonn, Germany, developing application-oriented AI solutions for communication. The company specializes in hyper-personalization of websites by automating the optimization and personalization of web content using AI, focusing on improving conversion and revenue for clients.",https://pagent.ai/
PangeAI,Tier 3,,Pre-Seed,Pre-Seed,,2,registrants,"PangeAI is an agentic AI platform that functions as an intelligent layer over geospatial data, processing satellite imagery, vector geometries, and coordinate systems to answer physical-world questions. The platform uses artificial intelligence agents to execute spatial analysis tasks directly for enterprise users.",https://www.pangeai.com
Paradocs,Tier 3,,Undisclosed amount raised in one funding round,,,2,registrants,"ParaDocs Health is a digital platform founded by medical doctors, scientists, and clinical AI researchers to simplify the administrative process for healthcare providers. It focuses on turning fragmented clinical data into clear, trustworthy insights to improve healthcare delivery.",https://www.paradocshealth.com
Paris Blockchain Week,Tier 3,,Bootstrapped,,,1,registrants,"Paris Blockchain Week is Europe's premier blockchain and Web3 event, held annually at the Carrousel du Louvre in Paris. It gathers policymakers, developers, investors, and industry leaders to explore the future of digital assets and decentralized technologies, focusing on institutional adoption, regulatory compliance, and enterprise blockchain integration.",https://www.parisblockchainweek.com/
Partners Capital Europe SAS,Tier 3,,Unknown,,,1,registrants,"Partners Capital is an Outsourced Investment Office acting for distinguished endowments, foundations, senior investment professionals, and prominent families across the globe. Founded in 2001, the firm manages over $50 billion in assets under management.",https://partners-cap.com/
Pdftools,Tier 3,,Bootstrapped,,,1,registrants,"Pdftools is a Swiss company founded in 2002 that develops and supports high-performance PDF solutions and developer components for PDF and PDF/A products. It serves over 6,000 companies in 70 countries, providing software for PDF conversion, validation, manipulation, and optimization, with a focus on secure, compliant, and scalable document workflows.",https://www.pdf-tools.com/
Pearl Research,Tier 3,,Unknown,,,1,registrants,Pearl Research Labs develops a blockchain protocol called the Pearl Network that integrates Proof of Useful Work by harnessing AI training and inference computations to secure the blockchain and mine a cryptocurrency. This innovative approach increases the economic throughput of GPUs and reduces the cost of AI workloads.,https://pearlresearch.ai
Penning,Tier 3,,Bootstrapped,,,1,registrants,"Penning is a regulated Web3 financial platform bridging the masses to opportunities in the digital assets space, offering regulated trading, swapping, and investment services. It operates as a one-stop shop for accessing opportunities in both centralized and decentralized finance.",https://www.penning.io
Perspektiva IT,Tier 3,,Unknown,,,1,registrants,"Perspektiva IT is an IT company specializing in hosting, IT operations, web design, and help desk services. It acts as an external IT department for its clients, offering tailored and certified IT solutions.",https://www.perspektiva-it.dk/
Perulatus GmbH,Tier 3,,Unknown,,,1,registrants,Perulatus GmbH is a technology company specializing in Applied AI and automation solutions. The company focuses on leveraging advanced machine learning and intelligent systems to optimize business workflows and technical operations.,
PFLS,Tier 3,,Unknown,,,1,registrants,"PFLS is a consulting and design company specializing in client accommodation, client relations development, and the creation of interactive kiosks and payment terminals.",https://www.pfls.fr/en
PHG,Tier 3,,$0,,,1,registrants,"Property Hive Group (PHG) is a company focused on property development and the Build-to-Rent sector, emphasizing hospitality-led living to enhance experience, service, and community in residential investment.",https://www.phg.co.za
Philippine AI Report,Tier 3,,Unknown,,,1,registrants,"Philippine AI Report is an authority on the AI ecosystem in the Philippines, providing data-driven insights and analysis on AI adoption and challenges within Philippine organizations. It offers resources like the AI Strategy Workbook to help organizations plan their AI roadmaps.",https://philippineaireport.com/
Phoenix OCP,Tier 3,,Unknown,,,1,registrants,,
Phoenix Pharma,Tier 3,,Unknown,,,1,cxo,"Phoenix Pharma is a pharmaceutical company that specializes in kids' health products. It operates as a provider of pharmaceutical wholesale, retail pharmacy, and healthcare support services.",
Pilcer&Associés,Tier 3,,Bootstrapped,,,1,registrants,"Pilcer & Associés is a Paris-based company specializing in investment, risk management, and independent expertise in financial markets and real estate. They provide expert support to optimize performance and manage risks effectively across various market segments.",https://pilcer.net
Pioneers,Tier 3,,Obfuscated,"Angel, obfuscated amount, March 2014",,1,registrants,"Pioneers is a corporate strategy and innovation consulting company that guides companies through their transformation, helping them unlock innovation potential and develop and scale innovative solutions. They work on corporate innovation approaches and venture building to create validated new opportunities for their clients.",https://pioneers.io/
planete csca,Tier 3,,Unknown,,,1,registrants,"PLANETE CSCA is the only representative union of insurance brokerage in France, with nearly 2,300 members representing three-quarters of the companies in the sector by revenue and workforce. It operates through 9 regional and local colleges and 6 categorical colleges to unite all types of brokerage firms in France. The organization provides services related to brokerage activities, negotiates preferential offers for members, and actively engages in social dialogue and defense of members' interests.",https://www.planetecsca.fr/
Platform Engineering,Tier 3,,Unknown,,,1,registrants,"Platform Engineering is a discipline and community focused on building internal developer platforms (IDPs) and infrastructure platforms that improve developer experience and accelerate software delivery. It involves creating scalable, secure, and efficient platforms that serve engineering teams by providing self-service infrastructure, observability, and automation tools.",https://platformengineering.com/
PLEAD,Tier 3,,Bootstrapped,,,1,registrants,"PLEAD is a strategic communication and societal activism agency specializing in advocacy, media, influence, and public affairs. It operates as part of the VIVENDI group and offers expert consulting and advocacy services to corporate leaders at the intersection of various influential worlds shaping their environment.",https://plead.fr/
Pollentia,Tier 3,,Unknown,,,1,registrants,"Pollentia builds AI-powered marine systems that connect vessels, fleets, and infrastructure—bringing intelligence, reliability, and scale to the maritime industry.",https://www.pollentiainc.com/
Ponce AI,Tier 3,,Unfunded,,,1,registrants,"Ponce AI is an AI-powered platform for medical aesthetics that enables users to take selfies, receive AI-generated previews, and schedule consultations with providers. It also helps aesthetic medical providers offer online consultations and manage clients.",https://ponce.ai
PortaOne,Tier 3,,"PortaOne has not raised any external funding; it is a bootstrapped, unfunded private company.",,,1,registrants,"PortaOne is a Canadian-Ukrainian software company that develops carrier-grade billing, business support systems (BSS), and cloud telephony software for communication service providers. It serves over 500 telecom operators, ISPs, and MVNOs in more than 100 countries, providing platforms like PortaSwitch and PortaBilling for telecom infrastructure and billing.",https://www.portaone.com/
PortaOne Inc.,Tier 3,,Unknown,,,1,registrants,"PortaOne develops billing, business support systems (BSS), and cloud telephony software for communication service providers. The company supplies integrated and flexible BSS, OCS, and softswitch solutions to help telecommunications companies easily compete and succeed.",https://www.portaone.com/
Position²,Tier 3,,Unknown,,,1,registrants,"Position² is a digital marketing agency, but specific details about its operations are not provided in the search results.",
Positronic Robotics Inc.,Tier 3,,Unknown,,,1,registrants,"Positronic Robotics is an open-source Python toolkit that handles the full lifecycle of deploying AI on real robots, from data collection through fine-tuning to production inference. The company focuses on building infrastructure for machine learning in robotics.",https://positronic.ro/
Potel et Chabot,Tier 3,,Bootstrapped,,"Edmond de Rothschild Investment Partners, AccorHotels",1,registrants,"Potel et Chabot is a French gastronomy company founded in 1820, specializing in organizing prestigious receptions, banquets, and events with a focus on French hospitality. It operates internationally and offers its services for corporate receptions, weddings, anniversaries, and major cultural events.",https://groupepoteletchabot.com
Pragmatica Srl,Tier 3,,"Seed round open, specific funding amounts not disclosed",,,1,registrants,"Pragmatica Srl, founded by a CERN-rooted scientific team in Trieste, Italy, develops qb-OS, an Agentic AI Operating System that empowers frontline workers across industrial plants, facility management, hospitality, manufacturing, and service industries. Their products include qb-Plant, qb-Ticketing, qb-smart, qb-CleanOps, qb-hotel, and qb-data, focusing on real-time AI decision support with sub-800ms response times.",https://pragmatica.ai/
Premium Wealth Group Investors,Tier 3,,Unknown,,,1,registrants,"No clear information about Premium Wealth Group Investors is available in the provided data. There are multiple similarly named wealth management firms, but none specifically identified as Premium Wealth Group Investors with detailed descriptions.",
Presage,Tier 3,,Unknown,,,2,registrants,"No information about Presage, the company founded by Arthur Chevalier, was found in the provided results.",https://presage.world/
Prime9,Tier 3,,Unknown,,,1,registrants,"Prime9 News is a new-age 24-hour news channel that provides unbiased and comprehensive news and entertainment programs in both Telugu states and India. It offers round-the-clock coverage of the latest news with a unique mix of news bulletins, current affairs, talk shows, general interest, and entertainment programs.",https://in.linkedin.com/company/prime9news
Prisme.ai,Tier 3,,Unknown,,,1,registrants,"Prisme.ai is an all-in-one, low-code, and sovereign agentic AI platform designed for enterprises. It allows organizations to create, orchestrate, and govern secure AI agents connected directly to their internal IT systems.",https://www.prisme.ai/en
PRIVATE INVESTOR,Tier 3,,Unknown,,,2,registrants,,
Procureezy,Tier 3,,Unknown,,,1,registrants,"Procureezy is an AI-driven hardware sourcing and procurement platform designed to simplify and accelerate technical component discovery. It helps engineering teams structure technical data, compare specifications, and build real-time supplier benchmarks.",https://procureezy.com
