first_name,last_name,job_title,company_name,honorific,bio,photo_url,speaker_id
Peter,Elstrom,Executive Editor,Bloomberg,,"Peter Elstrom is an award-winning journalist and currently executive editor for Bloomberg News’ Global Technology group, based in London. Prior to joining Bloomberg, he worked at Businessweek magazine. Elstrom is the former president of the Foreign Correspondents Club of Japan and previously selected for the Michigan Journalism Fellowship. He holds an MBA from the University of Chicago and an undergraduate degree i economics from Northwestern University.",https://brella-assets.brella.io/uploads/speaker/photo/410267/59e62e7e5016c.jpg,410267
Petrina,Anne Steele,Global Lead of Emerging Technologies,Equinix,,"Petrina is responsible for shaping Equinix’s Emerging Tech (AI, Quantum & Edge) and Emerging Ecosystems program globally. She spent the last 4 years curating Equinix's global connected, autonomous vehicles and smart transport strategy, including integrating emerging technologies that include IoT, cloud technologies, 5G, AI and complex data sharing.",https://brella-assets.brella.io/uploads/speaker/photo/410962/5fb62c92ee302.jpg,410962
Phil,Kumin,SVP of Global Sales,Credo,,"Phil Kumin is Senior Vice President of Global Sales at Credo where he is responsiblefor setting and executing worldwide revenue strategy for the company’s high-speedconnectivity solutions for AI infrastructure. Phil previously led the PCIe Product groupand was instrumental in the launch of Credo’s PCI Express 6 /7, CXL 3.x retimers, andAEC PCIe product line. Before joining Credo, he served as Senior Vice President ofGlobal Sales and Marketing at Morse Micro and prior to that, Senior Vice President ofGlobal Sales and Sales Operations for Synaptics. Phil holds a BSEE from the UMassLowell and currently serves on the West Coast Advisory Board for the UMass LowellFrancis School of Engineering.",https://brella-assets.brella.io/uploads/speaker/photo/410340/1714265e93967.jpg,410340
Philip,Johnston,Co-Founder and CEO,Starcloud,,"Philip Johnston is Co-Founder and CEO of Starcloud, which builds data centres in space to address the AI energy bottleneck. Starcloud recently became the first entity to launch and operate an Nvidia H100 GPU (AI chip) in space, 100x more powerful GPU compute than has been on orbit before. Starcloud was also recently the first entity to train an LLM in space and to run a version of Gemini in space. Philip is a second-time founder who previously spent time at McKinsey and Company working on satellite projects for national space agencies. He has an MPA in National Security and Technology from Harvard University, an MBA from Wharton, an MA in Applied Mathematics and Theoretical Physics from Columbia University, and he is a CFA Charterholder.",https://brella-assets.brella.io/uploads/speaker/photo/405148/7613ed249b694.jpg,405148
Philip,Rathle,CTO,Neo4j,,"Philip Rathle is the CTO of Neo4j, the graph database & AI leader valued at over $2 billion. Neo4j is trusted by more than 84 of the Fortune 100, thousands of startups, and organizations of all sizes in between. Since he joined Neo4j in 2012 to lead product, Neo4j has become one of the largest and fastest-growing new-generation database technologies, fueled by open source, open standards, and AI’s need for knowledge and context. Philip helped spearhead the creation of ISO GQL - the first new international database query language standard in nearly 40 years - cementing graph technology as a generational shift on par with the introduction of SQL. In his piece, The GraphRAG Manifesto, he bridges these standards with the future of GenAI, describing how practitioners can solve for AI accuracy and trust by using graphs alongside LLMs to address high-stakes problems. Based in Silicon Valley, Philip has spent 30 years working in data and databases, as a consultant, founder, and product & technology leader. Today he works at the intersection of knowledge & context, databases, and AI, to advance the state of the database layer inside the AI stack.",https://brella-assets.brella.io/uploads/speaker/photo/405188/72990a5b26436.jpg,405188
Philippe,Botteri,Partner,Accel,,"Philippe joined Accel in 2011 and focuses on AI, cloud and cybersecurity. His active investments include Algolia, BlaBlaCar, Chainalysis, Doctolib, Gloat, PayFit, and more recently Cyera, H, Synthesia, and Surf AI. His notable exits include DocuSign (NASDAQ- DOCU), PeopleDoc (acquired by Ultimate Software), UiPath (NASDAQ- PATH) and more recently Melio (acquired by Xero).Prior to Accel, Philippe was with Bessemer, based in Menlo Park, where he helped build the firm’s cloud practice, working on investments including Cornerstone OnDemand (NASDAQ- CSOD), Eloqua (NASDAQ- ELOQ) and Criteo (NASDAQ- CRTO). He started his career with McKinsey & Company.When the traction in Europe’s cloud ecosystem started accelerating in 2016, Philippe crystalised this momentum by publishing Accel’s Euroscape, an in-depth report on the region’s cloud ecosystem. With AI now redefining the way applications and software are written, and driving a new industrial revolution globally, Euroscape evolved into Globalscape in 2025. You can read the report and see Accel’s list of AI companies to watch across Europe, Israel and the US here- www.accel.com/globalscape.Philippe is from Paris and graduated from École Polytechnique and École des Mines.",https://brella-assets.brella.io/uploads/speaker/photo/411091/f22b9bfee1ceb.jpg,411091
Philippe,Mizrahi,CEO & Co-Founder,Linkup,,"Philippe Mizrahi is the co-founder and CEO of Linkup, building the search infrastructure that enables production-grade AI systems.AI has the potential to unlock transformative outcomes, accelerating research breakthroughs, driving productivity gains, fueling business growth. But realizing that potential hinges entirely on one thing- access to accurate, timely data. Philippe founded Linkup to solve exactly that- where traditional search was built for humans, Linkup delivers trusted sources, verified facts, and real-time context built for AI.At Raise Summit, Philippe will explore what it means for AI to have access to real, grounded context in the age of generated everything - and why reliable data access is what separates prototype demos from systems that can truly act knowingly.",https://brella-assets.brella.io/uploads/speaker/photo/408203/b81873b717024.jpg,408203
Philippe,Rambach,"Senior Vice President, Chief Artificial Intelligence Officer",Schneider Electric,,"Philippe Rambach is the SVP, Chief Artificial Intelligence Officer of Schneider Electric. His mission is to drive AI innovation at scale, both internally and for customers, to provide greater overall efficiency and sustainability through data-based insights. Philippe is a graduate of Ecole Polytechnique in France and joined Schneider Electric in 2010 from AREVA. He has more than 20 years of experience in strategy, innovation, and business responsibility in many industries. He held various leadership roles in Energy Management and Industrial Automation. Most recently, as SVP Industrial Automation Commercial, where he led the commercial organization. He has an international career background and is currently based in France, reporting to the Chief Digital Officer.",https://brella-assets.brella.io/uploads/speaker/photo/405186/3b4a057febdfd.jpg,405186
Pierre-Antoine,Beaudoin,Startup Ecosystem Lead,NVIDIA,,"A finance and marketing professional focused on emerging technologies, he has held marketing and PR roles at Lenovo, Intel, and more than 10 years at NVIDIA, first as Embedded AI Ecosystem Manager for EMEA, and since 2018 in his current role connecting startups, universities, research centers, and industry to help young companies scale across software, hardware, and architecture.",https://brella-assets.brella.io/uploads/speaker/photo/412964/2c3b01038b172.jpg,412964
Pierre-Dimitri,Gore-Coty,Partner,Plural,,"Pierre is a partner at Plural, the early-stage fund that backs the most ambitious founders on a mission to change the world through technology. Prior to Plural, Pierre spent over a decade at Uber, having joined in 2012 as one of the company’s earliest employees. There, he led one of the fastest international expansions in tech history, growing operations from the ground up in France to a multi-billion-dollar P&L and a team of thousands working across continents. He went on to become VP of International Mobility in 2019, before leading Uber Eats globally from 2020 as SVP of Delivery, and overseeing several of the company’s major strategic initiatives. His investments at Plural include Metaview and Validio.",https://brella-assets.brella.io/uploads/speaker/photo/405135/ac5b76b7b0a79.jpg,405135
Pim,de Witte,Co-Founder and CEO,General Intuition,,"Pim de Witte is the co-founder and CEO of General Intuition, an AI research lab focused on spatial-temporal reasoning. He previously founded gaming social platform Medal, creating the world's largest ground-truth action-labelled dataset, which now powers General Intuition's models. Before gaming and AI, he worked with Médecins Sans Frontières and ran the largest Runescape private server at 14.",https://brella-assets.brella.io/uploads/speaker/photo/405118/f2aac0eddb5dc.jpg,405118
Piotr,Tomasik,President and Co-Founder,Tensorwave,,"Piotr Tomasik is the President and Co-Founder of TensorWave, bringing over a decade of experience in AI, Creator Economy, and SaaS platforms. He is also a General Partner at 1864 Fund, a seed fund investing in high-tech startups in Nevada and beyond. Before TensorWave, Piotr founded Lets Rolo (acquired by LifeKey) and was Co-Founder and CTO at Influential (acquired by Publicis for $500M in the summer of 2024). Piotr has scaled multiple companies from 0-1 and into growth stages and has been instrumental in fundraising at each stop. He holds a BS in Computer Science and has most often served as technical co-founder or CTO at companies he has been part of. He actively supports the tech community through StartUp Vegas, and has been recognized with awards including the 2017 Las Vegas Top Tech Exec Award, 2018 Vegas INC 40 Under 40, and 2020 UNLV Howard Hughes College of Engineering Alumni of the Year.",https://brella-assets.brella.io/uploads/speaker/photo/412705/31b63485adba8.jpg,412705
Pär,Helgosson,Head of PSG Labs,PSG,,"Head of PSG Labs, Paris Saint-Germain’s in-house, end-to-end Global Venture Capability. PSG Labs serves as the club’s innovation hub, identifying, launching and accelerating external innovations while aligning them with PSG’s brand and business objectives. Advisor to investors, clubs, leagues, federations, owners, and entrepreneurs navigating the intersection of sports, brands, IP, media, and tech.",https://brella-assets.brella.io/uploads/speaker/photo/412966/8e38edf79019b.jpg,412966
Qasar,Younis,Co-Founder and CEO,Applied Intuition,,"Qasar Younis is the Co-Founder and CEO of Applied Intuition. Before founding Applied Intuition, Younis was a Partner and COO of Y Combinator, a prominent venture accelerator in Silicon Valley. Prior to Y Combinator, Younis founded a technology firm, which was later acquired by Google, and worked as an automotive engineer at General Motors and Bosch. Younis has a bachelor’s degree in mechanical engineering from Kettering University (formerly known as General Motors Institute) and an MBA from Harvard Business School.",https://brella-assets.brella.io/uploads/speaker/photo/412735/29bd87b7381a3.jpg,412735
Rachel,Metz,AI Reporter,Bloomberg News,,"Rachel Metz has been a technology journalist for two decades, chronicling the rise of many of the most consequential startups — from Facebook to OpenAI. For the past seven years she has focused on artificial intelligence, looking at the rapid evolution of machine learning and its consequences. She joined Bloomberg News to cover AI in early 2023; before that she was most recently a senior writer at CNN Business, where she covered AI as well. Earlier in her career, she wrote for MIT Technology Review and The Associated Press.",https://brella-assets.brella.io/uploads/speaker/photo/410113/2f7953566c4ff.jpg,410113
Raj,Dutt,CEO & Co-Founder,Grafana,,"While in college, Raj founded Voxel, a cloud and hosting company acquired by Internap in 2012. His two great passions are observability and aviation; he got his private pilot's license almost 20 years ago and has completed his motorglider rating.",https://brella-assets.brella.io/uploads/speaker/photo/405123/4fc67484de451.jpg,405123
Ramin,Hasani,CEO & Co-Founder,Liquid AI,,"Dr. Ramin Hasani is the co-founder and CEO of Liquid AI.  Previously, he was jointly appointed as a Principal Machine Learning Scientist at the Vanguard Group and a Research Affiliate at MIT CSAIL.  Ramin’s research focuses on robust deep learning and decision-making in complex dynamical systems.  Prior to that, he was a Postdoctoral Associate at CSAIL MIT, leading research on modeling intelligence and sequential decision-making.  He received his Ph.D. degree with distinction in Computer Science from the Vienna University of Technology, Austria.  His Ph.D. dissertation and continued research on Liquid Neural Networks have been recognized internationally with numerous nominations and awards.",https://brella-assets.brella.io/uploads/speaker/photo/405141/eb339ab54b304.jpg,405141
Raphaël,Marichez,Regional Chief Security Officer,Palo Alto Networks,,"Raphaël Marichez previously occupied cybersecurity and operational responsibilities in the French Government for 10 years. Mostly, as the global Chief information security officer for the French Ministry of Interior, and as the head of the PM agency in charge of deploying and operating the federal communication network for all the ministries over the French territory mainland and overseas. He started his career 18 years ago as an infosec consultant and red-teamer.He joined Palo Alto Networks as regional CSO in 2020 to fasten cybersecurity transformation in large companies and public organisations in France and Southern Europe, increasing their information systems’ efficiency, business value and robustness, by advising CxO leadership teams and advocating Palo Alto Networks’ vision for cybersecurity. He also serves as a cybersecurity advisor to startups across Europe.",https://brella-assets.brella.io/uploads/speaker/photo/413256/4f5562a826d6f.jpg,413256
Raphaëlle,d’Ornano,Founder,Decoding Discontinuity,,"Raphaëlle d’Ornano is the founder of Decoding Discontinuity and is incubating amarket-neutral hedge fund whose investment process is powered by proprietaryframeworks designed for the agentic era.She analyzes AI as a structural discontinuity that resets competitive rules and valuecapture across tech and non-tech industries, rather than simply shifting existingcurves. Her Architectural Resilience Assessment Framework (ARAF™) and DurableGrowth Moat™ framework assess orchestration potential versus displacement risk.They identify which companies will control the coordination layers as AI agentsbecome autonomous actors and which will face repricing. These frameworks serveas the analytical engine for her fund, positioning long exposures in companiesnavigating the transition and short exposures in those that do not.Before founding Decoding Discontinuity, Raphaëlle spent more than a decadebuilding an international financial analysis and strategic advisory firm, working withinstitutional investors and executive teams across venture capital, growth, and privateequity on technology-driven transitions.She began publishing her thesis on generative AI as a discontinuity in 2023.Decoding Discontinuity is one of Substack’s leading technology publications, and theAGNT podcast extends the research through long-form dialogue with researchers,operators, and allocators.A former triathlete, Raphaëlle lives in New York with her husband and two children.",https://brella-assets.brella.io/uploads/speaker/photo/411830/519b5e63f3ef0.jpg,411830
Ravi,Prasher,Chief Technology Officer,Bloom Energy,,"Ravi Prasher is the Chief Technology Officer of Bloom Energy. He also serves as an adjunct professor in the Department of Mechanical Engineering at UC Berkeley. Prior to joining Bloom Energy, Ravi was the Associate Lab Director of Energy Technology Area at Lawrence Berkeley National Laboratory (LBNL). His responsibilities included managing research and development in a wide variety of areas, including fuel cells, hydrogen production, storage and transport, electrochemical and thermal storage, carbon capture, microgrids, and renewable energy among others. He was also a Senior Scientist at LBNL where he conducted research in thermal science and engineering. Ravi’s experience includes being one of the first program directors at US DOE’s high-risk high-reward funding agency, ARPA-E, and serving as the technology development manager of Intel’s thermal management group. Ravi has published 150+ archival papers in top science and engineering journals and holds more than 35 patents. He is a member of the US National Academy of Engineering and a lifetime Fellow of American Association for the Advancement of Science, the world’s largest general scientific society. Ravi obtained his B.Tech. from IIT Delhi and PhD from Arizona State University.",https://brella-assets.brella.io/uploads/speaker/photo/405236/77b97c7227f17.jpg,405236
Retainna,Lin,VP,Bitdeer AI,,"Retainna Lin is VP of Bitdeer AI Cloud, a full-stack AI cloud platform and preferred NVIDIA Cloud Partner, where she leads commercial strategy, partnerships and brand positioning. With a Master's in Digital Leadership from the National University of Singapore and over a decade of B2B marketing experience across Asia and the UK, she bridges technical innovation and commercial strategy, helping organizations navigate the generative AI era and shaping how the world will build and scale the backbone of intelligence.",https://brella-assets.brella.io/uploads/speaker/photo/405163/ac8fe108b99a0.jpg,405163
Richard,Rizk,CTO and Co-founder,BlackBox AI,,Richard Rizk is co-founder and CTO of Blackbox AI. He architects the inference engine that runs Nemotron 3 Ultra faster and cheaper than any other provider on Earth — and the encryption protocol that makes Blackbox the only AI platform enterprises can actually trust.,https://brella-assets.brella.io/uploads/speaker/photo/411455/c6c9852ba4b3e.jpg,411455
Rick,McConnell,CEO,Dynatrace,,"Rick McConnell has been a successful technology executive for 30 years, establishing a reputation for scaling multibillion-dollar companies in competitive growth markets. Prior to joining Dynatrace in 2021, he was President at Akamai Technologies and General Manager of Akamai’s Security Technology Group, where he was responsible for growing the company’s security business from a few million dollars of revenue in 2011 to becoming a $1.3+ billion business. Prior to Akamai, Rick served in several senior executive positions at Cisco Systems and was part of the early leadership team that built Cisco’s multibillion-dollar Communications and Collaboration business. He joined Cisco in 2004 when the company acquired Latitude Communications, a provider of fully integrated voice and Web conferencing solutions, where he had served as President and CEO. Rick holds an MBA and a B.A. in Quantitative Economics, both from Stanford University.",https://brella-assets.brella.io/uploads/speaker/photo/405167/d78c45cb7f7a8.jpg,405167
Robert,Cahill,Chief Business Officer,Infrascan,,"Rob Cahill is Chief Business Officer at Infrascan, where he's bringing robotic inspection technology to some of the world's largest energy companies. Based in Baku, he's spent years at the intersection of deep tech innovation and commercial execution - and has a reputation for simplifying the complex. When he's not closing deals with global energy giants, he runs marathons and sings in a band.",https://brella-assets.brella.io/uploads/speaker/photo/412089/271aaf3875974.jpg,412089
Robert,Wachen,Co-Founder & President,Etched,,"Rob Wachen is the co-founder and president of Etched, a startup building AI chips that are more than 10x faster than GPUs. A Thiel Fellow and Harvard dropout, Rob previously co-founded Prod, a startup accelerator with a cohort valuation of $50B+.",https://brella-assets.brella.io/uploads/speaker/photo/412719/0631173f54ec2.jpg,412719
Robin,Rombach,Co-founder and CEO,Black Forest Labs,,"Robin Rombach is co-founder and CEO of Black Forest Labs, a frontier AI research lab dedicated to advancing generative models for images and videos. Before founding Black Forest Labs, he was a research director at Stability AI and pursued his PhD at LMU Munich. Robin's academic journey began with a Master degree in physics at the University of Heidelberg (2013-2020). His research has centered around making generative models more efficient, contributing to the development of widely adopted models such as VQGAN, Latent Diffusion, Stable Diffusion and Flux. He is a proponent of open-source models.",https://brella-assets.brella.io/uploads/speaker/photo/405239/8c01eb96ed726.jpg,405239
Robin,Van Aeken,CEO & Co-Founder,Magentic,,"Robin Van Aeken is the co-founder and CEO of Magentic, building AI for enterprise procurement and supply chain teams. He is an Economics & Management graduate of the University of Oxford and began his career at McKinsey & Company before founding Magentic.",https://brella-assets.brella.io/uploads/speaker/photo/412970/aefceb0584114.jpg,412970
Robin,Wauters,COO,European Startup Network,,"Robin Wauters is a seasoned technology and media entrepreneur, ex-journalist, analyst, keynote speaker and event curator, with a wealth of knowledge about the European startup and investment ecosystem(s). He's currently an executive advisor at Sirris working on the ScaleUp Flanders scale-up acceleration program, COO and board member at the European Startup Network and a co-driver of the EU-INC initiative. Robin is also a founding member of Belgian angel investment collective and early-stage fund Syndicate One, a co-founder of BeCentral, a digital campus located in Brussels, and the founder of boutique strategic communications advisory firm Profoundo. Robin was a co-founder and formerly CEO of Tech.eu, the premier source of European tech news and market intelligence. He was previously the European Editor of The Next Web, and a senior editor at TechCrunch",https://brella-assets.brella.io/uploads/speaker/photo/412723/a9e2daa4fc6f1.jpg,412723
Rod,Evans,Vice President for Supercomputing,NVIDIA,,"Rod Evans is NVIDIA’s Vice President for Supercomputing, HER Cloud and AI for Europe, Middle East and Africa. He joined NVIDIA in 2018 and has overseen strong growth in the High-Performance Computing and Artificial Intelligence businesses at NVIDIA across Europe. Rod is a highly accomplished international business leader and draws on more than 30 years of experience in the IT industry. Before joining NVIDIA, Rod led the European direct sales force at Intel Corporation and previously held European Vice President Positions at Silicon Graphics, Rackable Systems, Copan Systems and EMC. Currently based in Reading, United Kingdom; he has worked in the UK, USA, and Germany. Rod is a British national and alumnus of Queen Mary University, London.",https://brella-assets.brella.io/uploads/speaker/photo/411066/a0fac6e81eca3.jpg,411066
Rodrigo,Liang,Co-Founder & CEO,SambaNova Systems,,"Rodrigo Liang is the CEO and co-founder of SambaNova, a company that has revolutionized the AI landscape since its inception in 2017. With a bold mission to democratize access to AI in the enterprise, SambaNova has successfully bridged the gap between cutting-edge technology and accessibility, empowering companies of every size to harness the power of AI with its comprehensive full-stack offering. This groundbreaking approach, which includes the world's most efficient chips, systems, and software, is a direct result of the pioneering work done by Liang and his co-founders and Stanford Professors Kunle Olukotun and Chris Ré, at the esteemed Stanford AI Lab.Born in Taipei, Taiwan, and raised in Brazil, Liang's diverse cultural background has been a driving force behind SambaNova's innovative spirit and its name, which in Portuguese translates to New Dance, symbolizing the company's commitment to innovation and disruption in the AI space",https://brella-assets.brella.io/uploads/speaker/photo/410102/e6ea0b81383d7.jpg,410102
Rohit,Iragavarapu,Partner,Tiger Global Management,,"Rohit is a Partner of Tiger Global Management and a member of the Firm’s private equity Investment Committee.  Prior to joining the Firm in December 2022, he was a partner at TCV.  Prior to TCV, Rohit was a private equity associate and chief of staff to the CIO at TPG, and before that, an analyst at Morgan Stanley.  He received a BA in Economics and South Asian Studies from Columbia University and an MBA from Harvard Business School.",https://brella-assets.brella.io/uploads/speaker/photo/411071/078356e1aee88.jpg,411071
Roman,Chernin,Co-Founder and Chief Business Officer,Nebius,,"Roman Chernin is co-founder and chief business officer of Nebius, a full-stack AI company. He leads product direction and business strategy, including for Token Factory, Nebius’ enterprise-grade inference platform for deploying and scaling open-source models. Roman previously spent more than a decade at Yandex, where he led search, and later maps & navigation.",https://brella-assets.brella.io/uploads/speaker/photo/408192/f82fc98116af9.jpg,408192
Ronan,Chambers,Co-Founder,etn,,"Ronan Chambers is the Co-Founder of The European Technology Network, a neo-news channel and Europe's fastest growing New Media Business.",https://brella-assets.brella.io/uploads/speaker/photo/412090/e109cf3479ac2.jpg,412090
Roxanne,Verza,Director,Station F,,"Roxanne Varza is currently the director of Station F, the world's biggest startup campus based in Paris. She is also an angel investor and board member of media company NRJ Group. Prior to her current role, she worked at Microsoft and TechCrunch. She also cofounded Tech.eu (acquired by Webrazzi), StartHer (now part of SISTA) and Failcon Paris conference. She holds degrees from UCLA, Sciences Po Paris and LSE.",https://brella-assets.brella.io/uploads/speaker/photo/413262/5c2f6ed382ff2.jpg,413262
Russell,d'Sa,Co-Founder and CEO,Livekit,,"Russ d'Sa is the co-founder and CEO of LiveKit, the leading agents framework and infrastructure platform for voice, video, and physical AI. What began as a pandemic side project now powers voice AI for ChatGPT, xAI, Salesforce, Coursera, Spotify, and thousands of other applications, facilitating billions of calls annually. Russ started his first company in the 2007 Y Combinator batch, joined Twitter as the 2nd frontend engineer, helped build 23andMe, and founded a deep learning startup acquired by Medium in 2019.",https://brella-assets.brella.io/uploads/speaker/photo/412005/8134761590463.jpg,412005
Ryan,Fukushima,COO,Tempus AI,,"Ryan is an entrepreneur building AI companies in healthcare. As the first employee and second-in-command at Tempus AI, he played an instrumental role in scaling the company from Day 1 through its IPO. He led teams that built one of the world's largest multi-modal healthcare datasets and commercialized solutions with thousands of physicians and hundreds of biopharmaceutical companies.Ryan is also the cofounder and the founding CEO of Pathos AI, which is revolutionizing drug development through artificial intelligence. Under his leadership, Pathos is using AI to uncover patient subgroups that are likely to respond it it’s therapeutics to dramatically improve phase 2 clinical trial success rates. In the first three years, Pathos has raised over $400M from top investors including NEA, while building a causal AI platform and advancing a clinical-stage pipeline of precision oncology therapeutics.",https://brella-assets.brella.io/uploads/speaker/photo/405128/cb250922f5eee.jpg,405128
Saahil,Jain,CTO,You.com,,"Saahil Jain is the CTO of You.com. He started at You.com in December 2020 as a Founding Engineer and most recently served as the Head of AI. Before You.com, Saahil was a graduate researcher in the Stanford Machine Learning Group under Professor Andrew Ng, where he researched topics related to deep learning and natural language processing (NLP) in resource-constrained domains like healthcare. His research work has been published in machine learning conferences such as EMNLP, NeurIPS Datasets & Benchmarks, and ACM-CHIL among others. He has publicly released various machine learning models, methods, and datasets, which have been used by researchers in both academic institutions and hospitals across the world, as part of an open-source movement at Stanford to democratize AI research in medicine. Prior to Stanford, Saahil worked as a product manager at Microsoft on Office 365. He received his B.S. and M.S. in Computer Science at Columbia University and Stanford University respectively.",https://brella-assets.brella.io/uploads/speaker/photo/408196/628ddd1322dfc.jpg,408196
Sachin,Katti,Head of Industrial Compute,OpenAI,,"Sachin Katti is Head of Industrial Compute at OpenAI, responsible for the strategy and execution of the compute infrastructure that powers frontier model training and global-scale inference. He previously served as Chief Technology & AI Officer at Intel, where he led the company’s AI strategy and technology direction. Sachin has also been a Professor of Electrical Engineering and Computer Science at Stanford University since 2010, where his research has focused on next-generation networks and systems. He received his PhD in EECS from MIT in 2009.",https://brella-assets.brella.io/uploads/speaker/photo/408199/1da4f502ec7a9.jpg,408199
Sahir,Azam,Partner,Index Ventures,,"Sahir Azam is an early-stage and growth investor at Index Ventures. He partners with founders building category-defining companies in AI, data, infrastructure, and security. His current investments include Ando, Fireworks AI, LiveKit and Temporal. Prior to joining Index in 2025, Sahir built a unique operating career at the intersection of business and technology, mostly recently serving as Chief Product Officer at MongoDB for nearly 10 years.",https://brella-assets.brella.io/uploads/speaker/photo/405092/829d38d3168e3.jpg,405092
Sam,Rodriques,Founder and CEO,Future House,,"Sam Rodriques is Founder and CEO of Edison Scientific, a company that is building an AI Scientist to automate scientific discovery. Sam received his PhD in Physics from the Massachusetts Institute of Technology in 2019, where he invented several new technologies ranging from nanofabrication to spatial transcriptomics. His work has been featured in Science and Nature magazines, and on numerous press outlets including CNN, TechCrunch, and the Economist. Sam has co-founded four other companies, and has received numerous national awards and fellowships, including being named one of Time Magazine's 100 most influential people in AI for 2025, and receiving the 2022 Allen Distinguished Investigator Award.",https://brella-assets.brella.io/uploads/speaker/photo/405238/722e0eda29f65.jpg,405238
Sam,Tabar,CEO,Whitefiber,,"As CEO of WhiteFiber and Bit Digital, Inc., I help guide and inform stakeholders about our HPC and digital assets companies. We have operations in US, Canada, and Iceland. We also own facilities for datacenters across North America across the eastern seaboard. I started my career as an attorney at Skadden, Arps. I was also Head of Capital Strategy at Bank of America Merrill Lynch. I’ve also co-founded a blockchain company that was sold to Consensys. This company's activities became a published case study in the Harvard Business Review.",https://brella-assets.brella.io/uploads/speaker/photo/405204/653d89cc2a478.jpg,405204
Sami,Issa,"Co-Founder, Director & CEO",Global AI,,"Sami Issa is the Co-founder, Director, and CEO of Global AI, the world’s first hyperscaler focused on sovereign AI infrastructure. An American executive and serial entrepreneur, Issa has built national-scale semiconductor, cloud, and AI capabilities across the United States and the Middle East, leading major industrial transformations and shaping government technology strategies. Issa previously served as Executive Director at Mubadala, where he co-founded GlobalFoundries, served on its board for eight years, and helped lead the company’s global expansion, including the landmark Fab 8 development in New York. He chaired the Abu Dhabi–Singapore and Abu Dhabi–Saxony semiconductor working groups, advanced national research and education initiatives, and deployed significant investments into semiconductor R&D. He also co-founded Cognit, the Mubadala–IBM joint venture that built the first Arabic AI platform based on IBM Watson. Earlier in his career, Issa held leadership roles at Intel, Broadcom, Texas Instruments, and National Semiconductor. He holds more than 30 patents and an M.S. in Electrical Engineering from Arizona State University.",https://brella-assets.brella.io/uploads/speaker/photo/410754/a8f57858162ee.jpg,410754
Sara,Achour,Co-Founder & Research Fellow,Unconventional AI,,"Sara Achour is a Research Fellow and cofounder of Unconventional AI, with a background in building software for emerging hardware technologies. She earned her PhD in Computer Science from Massachusetts Institute of Technology and also serves as an Assistant Professor in Stanford University's Computer Science and Electrical Engineering Departments.",https://brella-assets.brella.io/uploads/speaker/photo/405080/05373faefe75f.jpg,405080
Sara,Hooker,Co-Founder,Adaption Labs,,"Sara Hooker is a co-founder of Adaption Labs, which builds intelligence that continuously evolves. Sara leads a large team of AI researchers and engineers that build extremely efficient, adaptable systems. Sara Hooker was previously VP of Research at Cohere, a $6.8 billion frontier AI company focused on generative AI for enterprise. Prior to Cohere, she built large systems in computer vision and NLP at Google Deepmind. Her work has been featured in mainstream news outlets including Techcrunch, New York Times, Washington Post, Axios, MIT Technology, The Atlantic. Sara is a frequent expert advisor to AI research and policy initiatives around the world- she is currently on Kaggle's ML Advisory Research Board and serves on the World Economic Forum council on the Future of Artificial Intelligence and the Future of Data Frontiers. She has been listed as one of AI's top 13 innovators by Fortune and one of Time100 Most Influential People in AI.",https://brella-assets.brella.io/uploads/speaker/photo/405144/b50850cd5fee8.jpg,405144
Sara,Maldon,Head of Business Automation & AI,Make,,"Sara Maldon is a dynamic and driven leader in the AI space, helping companies unlock the value of AI for their business. As Head of Business Automation & AI at Make by Celonis, she led the efforts to deliver impactful AI & automation projects across all departments at Make as well as driving AI adoption from 8 to 96% of employees in just 4 months. Prior to joining Make, Sara managed data projects at a Paris-based scale-up and led a cybersecurity program at BNP Paribas. She is also a passionate advocate for diversity and inclusion in tech, with a focus on supporting women in STEM.",https://brella-assets.brella.io/uploads/speaker/photo/408201/5369bcd849f57.jpg,408201
Sarah,Franklin,CEO,Lattice,,"Sarah Franklin is the Chief Executive Officer of Lattice. She brings 25+ years of experience leading and scaling companies in tech and has a unique blend of technical knowledge, business acumen, and marketing expertise. Prior to joining Lattice, She spent over 15 years at Salesforce in a variety of executive leadership roles including President Advisory Board, Chief Marketing Officer, EVP Platform and Trailhead. Before Salesforce, she worked at a variety of companies ranging from scaled businesses to scrappy startups.  She holds a dual degree in chemical engineering and biochemistry from Virginia Tech and has been awarded many accolades including Forbes’ Most Influential CMO, “CMO to Watch” by Business Insider, and recipient of the Brand Genius Award from Adweek.",https://brella-assets.brella.io/uploads/speaker/photo/411057/04c51caec1948.jpg,411057
Sassine,Ghazi,President & CEO,Synopsys,,"Sassine Ghazi is President and CEO of Synopsys (NASDAQ- SNPS), a leader in silicon to systems design solutions, from electronic design automation (EDA) to silicon IP and system verification and validation. Used by the likes of NVIDIA, Tesla, AWS, Intel and Microsoft, Synopsys is a mission-critical partner to semiconductor and systems customers across a wide range of industries to maximize their R&D capability and productivity, powering innovation today that ignites the ingenuity of tomorrow. They exited 2024 with revenue of approximately $6.127B (USD).",https://brella-assets.brella.io/uploads/speaker/photo/405133/6a479f499bf06.jpg,405133
